fsq_id,name,city,categories,address,latitude,longitude,reviews,photos
['4bab29b1f964a52075973ae3'],Wat Suthat Thepwararam (วัดสุทัศน์เทพวรารามฯ),Bangkok,['Buddhist Temple'],"opp. Bangkok City Hall, พระนคร, กรุงเทพมหานคร 24760",13.751145,100.501088,"['This hidden temple is not that popular for tourists, BUT the stunning chapel and mural inside will make you stop and freeze. The giant swing landmark in front is not to be missed as well.', 'Lovely, not so crowded temple. Perfect place for sunset scene 😎', 'The fee for foreigners has now risen to 100 baht. This is even if you are a practicing Buddhist there to worship and not to tour. Also, there is construction. Lots of construction.', 'Authentic views & very relax place', '100bts to enter', 'James Bond and Sgt J W Pepper can be seen speeding past the Wat Suthat Temple in The Man with the Golden Gun (1974) while chasing Scaramanga.', 'Take audio and video tours of Wat Suthat on your phone!', 'The Giant Swing', 'Peaceful place 🙏', 'Hope it Good everything']","['https://fastly.4sqi.net/img/general/original/126806_b2h3ihDh2iMqgvvcIGStnCv7cFoh968dIOu4CfWjsfo.jpg', 'https://fastly.4sqi.net/img/general/original/369866376_saAzfYjAamVcyX60kOC0OfXcpIKTLq2ad6ElxKVyLJY.jpg', 'https://fastly.4sqi.net/img/general/original/16608460__VtmShZo8juZ8v7xqLFpBKs1Ed1WZq22G4aCtYrX7M4.jpg', 'https://fastly.4sqi.net/img/general/original/16608460_QqlG60m71mw3geCUSdi_DePM8NCEHKhPAWWDyhuXeJo.jpg', 'https://fastly.4sqi.net/img/general/original/43330266_eaGQWHHOi-I12liyGdBvq4S8as6LMxxj1655SMoo2I4.jpg', 'https://fastly.4sqi.net/img/general/original/79122236_KUR50Fj2g-cUNQdtwahckTSGdSQDW6ulTgbVl_RBq_Y.jpg', 'https://fastly.4sqi.net/img/general/original/1365730110__dBm4eIR-wKn67B0hSZwlovC0U4JX40mejzDDu6vzAc.jpg', 'https://fastly.4sqi.net/img/general/original/1411420623_0a6XixroqocancJlFfV3ZkuG3zMxe-fhogKrw-ZByRk.jpg', 'https://fastly.4sqi.net/img/general/original/134622663_eYyVm9wE6gUsjfGG_ODpk6G5vzmzs9y8VkTy_ZIYOAc.jpg', 'https://fastly.4sqi.net/img/general/original/134622663_U_vgQtYDVF49X8XlzI6Myw8AqQWklXmUTSWGuSJgg7U.jpg']"
['4d16dddecc216ea8729a6bd3'],Tiger God Shrine (ศาลเจ้าพ่อเสือ),Bangkok,['Shrine'],"พระนคร, กรุงเทพมหานคร 10200",13.753797,100.498641,"['One of The most famous chinese Temple in Thailand .All Thai chinese will come here during Chinese New Year', 'Take the audio and video walking tours of the Tiger God Shrine on your phone.', 'Weekdays is not clouded. Please buy offering from the Temple. U can ask them information of how to pray.', 'It’s quite crowded at this period. However, it’s very nice for being here for paying respect.', 'Dun ask for anything. All depends on ur Destiny. Do good w ur Sti.', 'Belief&Trust. Come on anyday earlybird. Know and realize what u r doing.', ""Couldn't burn paper stuffs such as house, jewelry, notes, servants, vehicles, etc..."", 'Very good.History.', 'Hot day', 'ศาลเจ้าพ่อเสือ เป็นศาลเจ้าเก่าแก่ คนจีนเรียกศาลเจ้านี้ว่า ""ตั่วเล่าเอี้ย"" โดยเป็นที่ประดิษฐานรูปเอี่ยนเถี้ยนส่งเต้, รูปเจ้าพ่อเสือ รูปเจ้าพ่อกวนอู และรูปเจ้าแม่ทับทิม']","['https://fastly.4sqi.net/img/general/original/5223451_vxTXjAKhSfOiuX1xM_4e4O_UBQ4wUMn_WlpMLzAxTPY.jpg', 'https://fastly.4sqi.net/img/general/original/97855696_kiYtIRINxSXI84Eicfdgtm_36taGM-JEwE0j6xixieU.jpg', 'https://fastly.4sqi.net/img/general/original/12346853_tFQIM8rpEH3Vy2mV5dY5AiiYnGzzzoHiarsBDG4AbEo.jpg', 'https://fastly.4sqi.net/img/general/original/1757455_lEaGO08VthChBoI4jOt47tCYGCA_8o46EdOXmBGrDRU.jpg', 'https://fastly.4sqi.net/img/general/original/43330266__E5RMk7-MURLeDIzXgbZT1c05Pihn3caw1tXzfYvvck.jpg', 'https://fastly.4sqi.net/img/general/original/1437868_-aVtZ_5iVlOSBYo02l3UYZ-dqpXKQX84cHkQKh_SBiQ.jpg', 'https://fastly.4sqi.net/img/general/original/76676168_QZUzJBfJdk04h1nSG_167-A4Usw3DiQ2SCDNZclfulk.jpg', 'https://fastly.4sqi.net/img/general/original/96214113_RLx9_NG_4yImWSyObrpFGHgKRHHH0EWbNVdltxF0GOc.jpg', 'https://fastly.4sqi.net/img/general/original/5084055_mdx4WRPk7ft0I7kbUYXVJU65oC4TCxzYYXx4a8bgLtY.jpg', 'https://fastly.4sqi.net/img/general/original/5683168_g_WGdgYZ3Iu3nZx_Nn265mwJwQPspzbsDNCge7xLvDw.jpg']"
['4b0587f9f964a52022aa22e3'],Wat Ratchanatdaram (วัดราชนัดดาราม),Bangkok,['Buddhist Temple'],"พระครูพินิจวิหารการ 2 ถนนมหาไชย (Ratchadamnoen Klang Rd.), พระนคร, กรุงเทพมหานคร 10200",13.754793,100.504623,"['Beautiful group of pagodas made of metal.very unusual . They were three place in this world and only this one left.', 'An incredible place, where you can meditate and walk at the same time, admiring dozens of Buddha statues. A temple to relax and enjoy. No admission fee.', 'free entrance and beautiful architecture, good place for wandering..', 'Take the stairs to the top floor for an amazing view over old Bangkok (if the air is not too smoggy).', 'In love with this place. Not touristic , filled with peace and tranquility', 'ร.3 และสมเด็จพระนางเจ้าโสมนัสวัฒนาวดี ทรงเสด็จก่อพระฤกษ์พระอุโบสถ 16 ส.ค. 2389 ช่อฟ้า\xa0ใบระกา\xa0หน้าบันลงรักปิดทอง ประดับกระจกงดงาม ภายในประดิษฐานพระประธานปางมารวิชัยพระนามว่า ""พระพุทธเสฏฐตตมมุนินทร์""', 'วัดราชนัดดารามวรวิหาร\xa0สร้าง\xa0พ.ศ. 2389\xa0ปลายรัชกาลพระบาทสมเด็จพระนั่งเกล้าเจ้าอยู่หัว\xa0บนสวนผลไม้เก่าเนื้อที่ 25 ไร่ พระราชทานเป็นเกียรติแก่พระราชนัดดา คือ พระเจ้าหลานเธอพระองค์เจ้าหญิงโสมนัสวัฒนาวดี', 'การเปรียญ คล้ายพระอุโบสถแต่เล็กกว่า จิตรกรรมฝาผนังลายดอกไม้ร่วง พระประธานเป็นพระพุทธรูปปางมารวิชัย พุทธลักษณะสมัยอู่ทอง พระพุทธรูปปางรำพึง (วันศุกร์) เบื้องหน้าประดิษฐานพระบรมรูป ร.3 และพระบรมรูป ร.5', 'พระวิหาร หลังคากระเบื้องสีน้ำเงินขอบเหลือง ประดับช่อฟ้า ใบระกา หางหงส์ พระประธานเป็นพระพุทธรูปทรงเครื่องอย่างพระพุทธจักรพรรดิราชาธิราช ปางห้ามสมุทร พระนามว่า ""พระพุทธชุตินนราสภ""', 'Тихий,спокойный,внутри сплошные коридоры.На 1 этаже интересный аппарат с пластиной,на которой появляется храм,если её повернуть к экрану.Стоит залезль наверх,оттуда чудесный вид.Рядом еще храм и канал']","['https://fastly.4sqi.net/img/general/original/50873125_u8FNijYz8pdAlm3iTSxGclF3S0UQTDGNPOTtdlKIco0.jpg', 'https://fastly.4sqi.net/img/general/original/50873125_gDehM2JXWWqQBcDKSVgwerIvYnA_CicfdvPPscjSCrY.jpg', 'https://fastly.4sqi.net/img/general/original/1386782963_TFPZ2Io05hZ21MmWOICmPYnJ6DzbGLO0jPn9xFoylu4.jpg', 'https://fastly.4sqi.net/img/general/original/72540337_ORPYQtvluhgOGFWQ5TZWaZPS-vElPztjr0jVXQ6Cy9I.jpg', 'https://fastly.4sqi.net/img/general/original/6939721_A6G6Koy-19QgwqOeoDzadV9dIxmO6rLWjMpemm3V298.jpg', 'https://fastly.4sqi.net/img/general/original/9686365_EGbJkVArHrdOgoGoXgKHPu-pjQBlQzOOLLLIup4u9uo.jpg', 'https://fastly.4sqi.net/img/general/original/3169920_jqoxVSefdhn4ll4vwGjv7zMh_jSBxKkIXRGvqsil8BU.jpg', 'https://fastly.4sqi.net/img/general/original/113786749_k2nTtoZ9LJh671Kg1iWNDvTtxzuHFVoFzpXQ-yhFuuw.jpg', 'https://fastly.4sqi.net/img/general/original/62543990_VIVfnmi1Qa7d6ZFVridib_euSjiwvsXVlHKYQEpfR6c.jpg', 'https://fastly.4sqi.net/img/general/original/84699263_kCvAqnMtuBbJL6veJXE3Yt7sNHrEuVcSLF3OdgNdQ_Y.jpg']"
['4cbfc157575d236a26ddc08e'],Wat Saket (วัดสระเกศ ราชวรมหาวิหาร),Bangkok,['Buddhist Temple'],"344 Chakkaphatdi Phong Rd, ป้อมปราบศัตรูพ่าย, กรุงเทพมหานคร 21100",13.75358,100.507375,"['I want to prayer my god and I wish bad things and unlucky please leave of my life. I wish to all people are always happy and hope. Peace is sweet cake.', ""Nice architecture ! Don't forget to go to the top of Temple. Very beautiful especially at night time :)"", 'I love love love this temple so very much! It’s so beautiful, special, and rich with detail and history. Highly recommend visiting here!', 'Beautiful Golden Mount where the whole of Bangkok old town can be seen.', 'Buddhist temple on the steep artificial hill inside the Wat Saket compound. No fee for entrance although the whole complex deserves to leave some donation.', ""The climb is perfect in the morning. Be there on the temple's opening"", 'To avoid the heat, be there before the sun goes down. So you can enjoy the view while the sun sets...  entrance is voluntary at 10 baht :-)', 'This a good place and nice view :)', 'Great place to rest from crowded Bangkok.', 'Take a meditation under the Bo tree']","['https://fastly.4sqi.net/img/general/original/2586165_3oehSLppchbSfdESHEM04zuUEU1y2w6JvPnQBdKYva4.jpg', 'https://fastly.4sqi.net/img/general/original/2586165_iVltl06RNdMcc-sKupGCofGPdgawY06gG7rFhljwlbk.jpg', 'https://fastly.4sqi.net/img/general/original/6629736_1dQIz8p-jHzHG_cdrWQFsVJbD947O7TmqqIqxed4sK8.jpg', 'https://fastly.4sqi.net/img/general/original/6629736_5oQZIw3X86ilrGXYZEx3p7AmtrcNmzoZUmpiSCW4yWc.jpg', 'https://fastly.4sqi.net/img/general/original/534614907_RIcu_RdddHQUKibbLeVipoKmldnAoXjGErwSJp0Rb6c.jpg', 'https://fastly.4sqi.net/img/general/original/12800102_oQji2d70ZVdj-18neANjRBRTTKQez_I1MckhidPytdI.jpg', 'https://fastly.4sqi.net/img/general/original/6629736_eohlnyb3WS009TgG5qOR7dfBD_jCGCQUidLUyCUuo48.jpg', 'https://fastly.4sqi.net/img/general/original/2315225_3GDMcpofbfT_9I7M6SwzMsGmApF31wytmzrNX6fehOM.jpg', 'https://fastly.4sqi.net/img/general/original/2315225_Xuu530aqyzxH9H8hzqHWG7GP2bLlNirFEoxu4h7gRdE.jpg', 'https://fastly.4sqi.net/img/general/original/5698142_qugUWT3YxNupGmycMsb_Nb3wTMMnoRqgAUtE-70ltM4.jpg']"
['4ce5bad00f196dcb27ca32ae'],Wat Bowon Niwet (วัดบวรนิเวศวิหารฯ),Bangkok,['Buddhist Temple'],"Phra Sumen Rd, พระนคร, กรุงเทพมหานคร 30390",13.760351,100.499975,"['The temple hightlights are Uposatha Hall, the Main Gateway, The Red Pavilions, Great Cetiya, Buddha Footprint, and the distinctive and unique murals painted by well known Thai painter, In Kong.', ""If you want to check out Buddha's footprint, its here! :) Royal princes study here and serve their monkhood."", ""even if it's and important and very well known temple, many taxis don't know how to go there! So take a map in thai with you to show them."", 'Worship 👼', 'Make merit', 'There motto is ""find the beauty in life.""', 'Peaceful atmosphere. Time to be with yourself and consider what you did, do and want to do.', '3 month at here :3', 'see the Smilling Buddha', 'วัดประจำ ร.6 และ ร.9\xa0เคยเป็นที่ประทับของสมเด็จพระสังฆราช\xa04 พระองค์ ร.9 ทรงเคยผนวชที่นี่ พระอุโบสถมีพระประธานคือ\xa0พระพุทธสุวรรณเขตและพระพุทธชินสีห์\xa0ใต้ฐานพุทธบัลลังก์บรรจุพระบรมราชสรีรางคาร ร.6 และ ร.9']","['https://fastly.4sqi.net/img/general/original/134622663_v-8cfLViP69YceHSWHw9bC_baAZKdK966sQ6C1R_vl0.jpg', 'https://fastly.4sqi.net/img/general/original/134622663_etG7F2M2Bt_hL0X_9Tcs5eKUJktOpFhW4eLdaNL5qzM.jpg', 'https://fastly.4sqi.net/img/general/original/572216822_o1tNeJhej6E_XKSPzQD0HEH0lXLLWteAicCCJrnfT8E.jpg', 'https://fastly.4sqi.net/img/general/original/572216822_k7OluArByosMRr9t14_B-mreOMi-2r6voJ57s7ZNGe8.jpg', 'https://fastly.4sqi.net/img/general/original/3395373_wT6w_xJQPGdMi-x5hP8ct5CFSYuAlxNTn0lAAsvKMuI.jpg', 'https://fastly.4sqi.net/img/general/original/5871973_slCP0lWTaO4uTucOVcUtrVxGRhsxwfjwe7aGcNcUgsc.jpg', 'https://fastly.4sqi.net/img/general/original/1411420623_cTlFs7oRFlfm_sYqV5qovvSN019hbtR-QWFjL6k42Bs.jpg', 'https://fastly.4sqi.net/img/general/original/15904103_PQSPFme4xY66ppEtCDuQvOMvflD0FDjHHugJ86WaF2g.jpg', 'https://fastly.4sqi.net/img/general/original/15904103_3pxvtkyFOs8a2M6etvKbdzSpyNaUyGURxxUitsKH9QU.jpg', 'https://fastly.4sqi.net/img/general/original/15334864_URoEH2uFdaMW6uJFmlPMqmM_Jr-jYIfVuuxN4gHyf-s.jpg']"
['4becb1a3bbe62d7f45487f2b'],Wat Ratchabophit (วัดราชบพิธสถิตมหาสีมารามราชวรวิหาร),Bangkok,['Spiritual Center'],"พระนคร, กรุงเทพมหานคร 10200",13.74909,100.49718,"['Ths temple is a resident of the current Supreme Patriarch of Thailand , Somdet Phra Ariyavongsagatanana VIII. Be sure that you dress politely before visiting.', 'Phra Vihara or the secondary ceremonial building is of the similar characteristic to Phra Ubosodh or the main ceremonial building. It is on purpose to keep The Principle Buddhist Manuscript, Tripitaka', 'Phra Rabieng Vihara Kod or the passage gallery surrounds the main pagoda or Phra Chedi. The outside wall is also decorated with pieces of the old Thai Benjarong Ceramics.', 'Peaceful and very Historical with Royal Cemetery (Rama5th).', 'Beautiful and peaceful', 'Beautiful architecture', 'Very Beautiful temple', 'Pinky Hall', 'พระพุทธอังคีรสเป็นพระประธานในพระอุโบสถ หล่อด้วยทองเนื้อ 8 หนัก 180 บ. (ทองที่ ร.5 ใช้แต่งพระองค์เมื่อทรงพระเยาว์) สร้างสมัย ร.4 ต่อต้น ร.5 ฐานชุกชีหินอ่อนอิตาลี\xa0ใต้ฐานบรรจุพระบรมอัฐิ ร.2 3 4 5 7 และ 9', 'ต้นพระศรีมหาโพธิ์ในวัดนี้ได้มาจากการตอนกิ่งต้นพระศรีมหาโพธิ์ที่อยู่ในบ้านของท่านศรีเนห์รู นายกรัฐมนตรีอินเดีย พ่อค้าอินเดียคนหนึ่งที่คิดถึงบุญคุณประเทศไทยไปปรารภกับท่านและได้มอบมาปลูกไว้ที่นี่']","['https://fastly.4sqi.net/img/general/original/637212_r3pkPGQKZqcQsxqYc0D8RXeE6gXS4VGnVzc3lLk4W7A.jpg', 'https://fastly.4sqi.net/img/general/original/5268375_4BF1gK206kEz42T9T38JabhnXjuBENmLz02H-NtoseI.jpg', 'https://fastly.4sqi.net/img/general/original/50367534_8IeYZycGLepROFLQIrNbORUqekAGgiejL5enys2hZCo.jpg', 'https://fastly.4sqi.net/img/general/original/8614766_aNZf4wxhS38PcAtJIp8qJvBV0QIVcOxLZxBKitukZjU.jpg', 'https://fastly.4sqi.net/img/general/original/67103805_GyiIwCB0WHBQu2uFxONUxPFSdnDZ55oQ7h_Odz8_Rcs.jpg', 'https://fastly.4sqi.net/img/general/original/4537188_S-SBMktVC5o2V3lbNcPXyI8vVjb98Nh3JtG8Cr2849k.jpg', 'https://fastly.4sqi.net/img/general/original/29808685_uoBdTxmvmgW1DR39FHmyOThWdsSpT8nK6H_zsBvXPJ8.jpg', 'https://fastly.4sqi.net/img/general/original/4537188_DS0D9fzC4TiECsl1SKu62qiBsJ1sJL7eV1J9GiurMtU.jpg', 'https://fastly.4sqi.net/img/general/original/4537188_Zpx5Mx670uFL9uMiKdzbX87UJvdEuUgPHqFbClYB1M0.jpg', 'https://fastly.4sqi.net/img/general/original/1973_EeOEw_VZcQ8QyJDzNevSzL2Bt2HBaKRt1pKRS-ID_yU.jpg']"
['4b5bc459f964a520f61429e3'],Bangkok City Pillar Shrine (ศาลหลักเมือง),Bangkok,['Shrine'],"ริมแม่น้ำนครนายก, พระนคร, กรุงเทพมหานคร 30870",13.752735,100.494172,"['For most of the Bangkokian, before they are going abroad for work or living. It is a must to come over to city pillar shrine to pray. Definitely a Thai tradition.', 'Easy to miss, right across from the Grand Palace, NE side.', 'Popular & historic pillar shrine in Bangkok City', 'Historic and spiritual place', 'always easy & peaceful to come here early morning (open @6am)', ""Packed of ppl here.. it's the first time that i untie 3 holy color cloth from the Pillar.. Feel good sood2 ^^"", ""ขอเตือนเพื่อนๆทุกๆคนว่าอย่าไปซื้อพวงมาลัยหรือของไหว้ศาลหลักเมืองด้านหน้าให้ไปซื้อภายในศาลหลักเมืองดีกว่า เพราะ มารยาทเเย่มาก พอเราไม่ซื้อก็ว่า 'จะไปไหนก็ไป' ซื้อข้างในของไหว้ครบด้วยค่ะ"", '1.หอพระ-ไหว้ถวายบัวใส่บาตรพระประจำวันเกิด 2.พระหลักเมืองจำลอง-จุดธูปเทียนปิดทองผูกผ้าแพร 3 สี 3.พระหลักเมืองจริง-ถวายมาลัย 1 พวง 4.เทพารักษ์ทั้งห้า-ถวายมาลัย 5 พวง 5.เติมน้ำมันตะเกียงพระประจำวันเกิด', 'เสาหลักเมือง ทำพิธียกเสาขึ้นเมื่อ 21 เม.ย พ.ศ. 2325 เสาหลักเมืองเดิมชำรุดลงอย่างมาก สมัยรัชกาลที่ 4 โปรดเกล้าฯให้ทำขึ้นใหม่อีกเสาหนึ่ง จึงทำให้ศาลหลักเมืองกรุงเทพมหานครมีเสาหลักเมือง 2 ต้นนับแต่นั้นมา', 'ศาลที่สร้างขึ้นพร้อมกับการสถาปนากรุงรัตนโกสินทร์เป็นราชธานี ตามธรรมเนียมพิธีพราหมณ์ว่า ก่อนที่จะสร้างเมืองจะต้องทำพิธียกเสาหลักเมืองในที่อันเป็นชัยภูมิสำคัญ เพื่อเป็นสิริมงคลแก่บ้านเมืองที่จะสร้างขึ้น']","['https://fastly.4sqi.net/img/general/original/135866112_gPCEjeEgzQFKwVvLmQ8yeMW3Xo6vs16MEsnfQd89-yI.jpg', 'https://fastly.4sqi.net/img/general/original/39568054_mxJlA-iCTE2c23T5gCzaPpxgQ1UZLHdeFuTG4ZuiK4o.jpg', 'https://fastly.4sqi.net/img/general/original/64390708_iJZDATvxWgiA3KJcVbJG307-UABwrjxZYhSBYtvSWbg.jpg', 'https://fastly.4sqi.net/img/general/original/4445206_lcBHsjaTxX93nbOGfwhuEgPuowFXeE0oXf3qSyo3w1c.jpg', 'https://fastly.4sqi.net/img/general/original/37586873_yUWh3AhTfv0kAiPiM7aX_ZJHzZLLtC821-ggQXKa0Lo.jpg', 'https://fastly.4sqi.net/img/general/original/1365730110_fYeWIFLCJegRXPTMu1PA1RpN7QJP80xsDZZSi8rDpKI.jpg', 'https://fastly.4sqi.net/img/general/original/60022830_LByc7EMFPCn9Lw_RAE_IdWiFN_x5TIE2Q-EixnnxhKA.jpg', 'https://fastly.4sqi.net/img/general/original/20841467_Y4_kubUN1FJ9IJP2YPuAYEJu03HAaHTGEmqJihgJM4I.jpg', 'https://fastly.4sqi.net/img/general/original/1365730110_FtPcS5zoqhQUCc8uajBtzsAmYUyZw-cqHNgNYqH9R7g.jpg', 'https://fastly.4sqi.net/img/general/original/1404883460_7FZDSjq_qRAtZ91cZszYcFqQCZRY9hHieg0bNPzLJFk.jpg']"
['4b0587f9f964a52001aa22e3'],Temple of the Emerald Buddha (วัดพระศรีรัตนศาสดาราม (วัดพระแก้ว)),Bangkok,['Buddhist Temple'],"Maha Rat Rd, พระนคร, กรุงเทพมหานคร 66630",13.751614,100.492611,"[""Beside the Emerald Buddha in the temple, You will see the Green Giant statue and others.The characters of Ramayana Epic!!  Also other gorgeous architectures. Don't miss if you have a chance to visit!!"", 'Stunning. Get here right at opening to minimize the crowds. There are free English tours available inside but amount to little more than discussing key sites off a free map. Spend time & soak it in.', 'Beautiful temples. Make sure to wear comfortable walking shoes and sun protective gear. Also everyone must be covered from elbows and knees up. They are not to be exposed.', 'Take a visit, this is the official temple for new monks so you might encounter one of this celebrations with the guy literally throwing money and presents to everybody.', 'Although extremely touristy and oftentimes overrun with crowds, visit when the doors open around 8am, come dressed appropriately (no exposed knees or shoulders) and enjoy a walk around.', ""1st place to visit in Bangkok, so elegant and beautiful - I've even seen it several times. The complex has 3 sections to visit. Proper clothes required: covered shoulders and long pants or skirt."", 'The royal temple for the royal ceremony, very elegant architecture with the emerald Buddha.  Not only Thai people would like to visit this temple, but also lots of  foreign tourists.', '500 baht for an entrance ticket. 200 baht for long pants. 200 baht for an audio guide. And way too many annoying tourists. But what a sight. Definitely spend some time looking at the murals.', 'It’s crowded but it’s quick. Head in for a glimpse of the jade Buddha and take in the majesty of the hall and you can be off exploring the rest of the Grand Palace. Hats off before entering.', ""Gorgeous temple but we made a mistake of visiting here on New Year's Day it was way too overcrowded! We were standin outside for more than 1/2hour tryin to get a cab. But it was still very beautiful.""]","['https://fastly.4sqi.net/img/general/original/25007314_DLhRz-sf17cjc3Hn8sfTujZ6ehlZPsV3DLj06LAXHiQ.jpg', 'https://fastly.4sqi.net/img/general/original/61215046_2BuhwX4om1rzcPwx2Ma8gQ2q_yKW5hmc1_AoEua6B6E.jpg', 'https://fastly.4sqi.net/img/general/original/107292064_SzR-MJSsG6s5y232U_ymV5KmY3RJ04W2NVA4H-VfIVY.jpg', 'https://fastly.4sqi.net/img/general/original/7885187_G44DP8PqCGMtOW90-FCIS8OqljBw6PHE9hbJKgQ3tJ4.jpg', 'https://fastly.4sqi.net/img/general/original/13235017_KakWKnOaStPmXO_jwA5szpe8X4RezI6wsz0l3NjUfzk.jpg', 'https://fastly.4sqi.net/img/general/original/9831639_V5ZNEbL9oXGtPLhzOlNWJJ1uwJsR0Pr8PBmhqO_LFk4.jpg', 'https://fastly.4sqi.net/img/general/original/37727612_hIxtwk9Qora5Dreevs-5wKe0l32whYjXFRRVoJBMoBY.jpg', 'https://fastly.4sqi.net/img/general/original/5913210_auSCHv2TZap30Wg_cjS96QTQkteQEX4wRYYTKDFEGxo.jpg', 'https://fastly.4sqi.net/img/general/original/53556138_d9P7A87iYt_pI3d-1vFK8W4pW6Qdm_q5zXcbET7OjjQ.jpg', 'https://fastly.4sqi.net/img/general/original/1365730110_SBR0taga5yMbbaqPS06AXECD-jCvfdCbCuwpfKrWfoI.jpg']"
['4e3105c381302aa582e214a7'],Dusit Maha Prasat Throne Hall (พระที่นั่งดุสิตมหาปราสาท),Bangkok,['Palace'],"พระนคร, กรุงเทพมหานคร 10200",13.750105,100.490524,"['The Throne Hall is a blend of Thai and renaissance architecture. Currently, it is being used for royal funeral of H.M. King Bhumibol Adulyadej.', 'The first building among the cluster of palaces in the Grand Palace', 'Well known for its most perfect Thai architectural roof and spire.', 'Try to get in front of people so you can take a good picture', 'A sacred Thorne Hall used subsequently for Royal Funerals.', 'So proud to be here', 'Crowded with people coming in to pay respect to the late king at the ceremony. It was beautiful.', 'Architecture', 'Super beautiful and exotic!', 'Thai culture and architecture']","['https://fastly.4sqi.net/img/general/original/5204419_4_7h9XHLcXAy8Lisvh1nlNAR3T4FjEVVbnteuVPzi70.jpg', 'https://fastly.4sqi.net/img/general/original/1411420623_nIcXHrLsibDVXN7-jrjlQzecbx_WfGiL1W6U9oyJDOI.jpg', 'https://fastly.4sqi.net/img/general/original/8230872_BwhhtKQyhobteS4G_2fuqDKNlRMxiRP7K5dANLJxs68.jpg', 'https://fastly.4sqi.net/img/general/original/10689845_dSyBS4qBALr-4LGN1fNDB-1-e8kJv3tenI5Scn8Abwc.jpg', 'https://fastly.4sqi.net/img/general/original/4907162_4aOksj3B5kqGisNKgDIIBQggC0b4AfAWBlTjTfKtHt4.jpg', 'https://fastly.4sqi.net/img/general/original/1402263_8dwR5WrsF7ynlaqZgJGdgpW4Ps1uYPfMijfLHAK1sos.jpg', 'https://fastly.4sqi.net/img/general/original/12089109_SOu9EmFFwa9hOMOw7tAq7alBkEKKJLZaqYW2w_O7eFU.jpg', 'https://fastly.4sqi.net/img/general/original/12089109_N9Bh8lGCG2bBlGtovczM8yhh2yi16hbq-qfe9KI1frg.jpg', 'https://fastly.4sqi.net/img/general/original/3546303_srlOkUdy3H1-WMPRpXpgWRBJREEtqU7dFRxgqiArb5I.jpg', 'https://fastly.4sqi.net/img/general/original/3983978_roDYyEw4e89iXP6wZJLy6EldqO6_0eZU-If4a8niJuY.jpg']"
['4d1c00591356224ba2130cbe'],The Vihara of the Reclining Buddha (พระวิหารพระพุทธไสยาสน์),Bangkok,['Shrine'],"at Wat Pho, พระนคร, กรุงเทพมหานคร 10200",13.746535,100.49196,"['Please remind the dress code, short pants and mini skirt is not available.  I bought trousers at souvenir shoot at nearby.  Only 100THB but I like it.  It is very nice temple, pray many times..', 'Must visit temple after you visit the Grand Palace, it could be reach within walking distance. B100 entrance fee for foreigner and free for Thais', 'The temple takes you to the ancient times in Bangkok and the reclining buddha makes you impressed with its size. The environment in the temple cools you down and makes you relax...', ""A great place to visit. There's much more to see than the reclining Buddha - make sure to walk the rest of the grounds and check out some of the other buildings."", 'The shrine is awesome and very clean. I had a great time there with my wife.', ""Absolutely amazing statue. Don't miss to visit it."", 'another must see tourist spot in Bangkok. see the beautiful & the biggest reclining buddha in the world!!', 'one of must visit place in Bangkok, just good to know.', 'So so peaceful and so historic. Has been there since before BKK was founded! It is inside Wat Pho but this enclosure closes at 18:30 before Wat Pho closes.', 'One of Best to visit Prime  Buddhist Temple in Thailand. Home of the Thai  Massage School-its all began here!']","['https://fastly.4sqi.net/img/general/original/9713331_MjMJg1zxKoFVnKVr5afYd-N6ekGqi-A1-j1u5pS0pDI.jpg', 'https://fastly.4sqi.net/img/general/original/62635408_77-tPhay9FJqi4-r4sUOTNtm8VwPPDu-fT0upNjmo-c.jpg', 'https://fastly.4sqi.net/img/general/original/23615182_mW8K1M5cHLBWVspRGJeRlW1QmASQYvsJzbtdZJQ9uTI.jpg', 'https://fastly.4sqi.net/img/general/original/11668116_jQNCy1fUHh3TJ7MvoeGiZq30YklF3ubCmmL6Wy9Cdas.jpg', 'https://fastly.4sqi.net/img/general/original/61423427_UjS36dpmkubktyMDAY10NZVHpw3vl7eMgiDCdlpf7ro.jpg', 'https://fastly.4sqi.net/img/general/original/8472078_s_--creTFodzGG6AweqFU0sm_NLTPzHueHjBkd5vT7M.jpg', 'https://fastly.4sqi.net/img/general/original/377893673_HTc_skK75vTfYjPvuY3777Qr4Ba0bbE06winxQn2EXQ.jpg', 'https://fastly.4sqi.net/img/general/original/212235638_zv8ltCiCUwyuzujj8cCkSN-tz_KYv4KJC50OBI_eJt0.jpg', 'https://fastly.4sqi.net/img/general/original/484735435_0PD1DmxE17oJwxKiqubP2_EdxXFZ3kaUguhf8gUDPc0.jpg', 'https://fastly.4sqi.net/img/general/original/871631_UAxNMA0KRlR9fK2JX_2igbb0uKY5G22a6MuWOvyb3o4.jpg']"
